Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 09/06  17:00:00,3.427171684,0.030568991,0,0,1.67191018,0.422868476,2.094778656,0.422868476,0.1216518,0.026207024,0.418947459,0.443805552,0.305137193
 09/06  18:00:00,3.485610897,0.033188698,0,0,1.539912214,0.398459199,1.938371414,0.398459199,0.225924782,0.04867019,0.3820837,0.481838879,0.362077932
 09/06  19:00:00,3.380002678,0.034257262,0,0,1.319960781,0.357117218,1.677077999,0.357117218,0.412747226,0.0889167,0.314732295,0.497352473,0.372531985
 09/06  20:00:00,3.369079412,0.035434981,0,0,1.149595901,0.317857298,1.467453199,0.317857298,0.616948407,0.132907068,0.281807005,0.514450789,0.338868945
 09/06  21:00:00,3.02649414,0.034607705,0,0,0.970882382,0.274204602,1.245086985,0.274204602,0.573501364,0.123547422,0.266994745,0.502440265,0.298279359
 09/06  22:00:00,2.311660517,0.029948534,0,0,0.677610746,0.206621614,0.88423236,0.206621614,0.430126043,0.092660575,0.216471391,0.434797659,0.236728489
 09/06  23:00:00,1.630411056,0.026024719,0,0,0.422810421,0.131135142,0.553945563,0.131135142,0.299784835,0.064581605,0.146949065,0.377831075,0.170674913
 09/06  24:00:00,1.067593596,0.021526406,0,0,0.272166309,0.084431213,0.356597521,0.084431213,0.15206473,0.032758793,0.097916052,0.31252385,0.09908865
 09/07  01:00:00,0.995447294,0.01982015,0,0,0.33264189,0.097840927,0.430482817,0.097840927,0.09123887,0.019655272,0.083492376,0.287752144,0.066181815
 09/07  02:00:00,0.844653576,0.019590351,0,0,0.260641305,0.079522679,0.340163984,0.079522679,0.0608259,0.013103516,0.071684567,0.284415887,0.057815723
 09/07  03:00:00,0.789027742,0.019314593,0,0,0.224935694,0.06862956,0.293565254,0.06862956,0.0608259,0.013103516,0.064195101,0.280412379,0.060281594
 09/07  04:00:00,0.783485358,0.018584981,0,0,0.202071985,0.06165814,0.263730125,0.06165814,0.0608259,0.013103516,0.073535988,0.269819764,0.085826066
 09/07  05:00:00,0.929502692,0.020739345,0,0,0.188372169,0.058444793,0.246816962,0.058444793,0.065170612,0.01403948,0.085363135,0.30109717,0.200371332
 09/07  06:00:00,1.301116926,0.023962274,0,0,0.182377337,0.057460647,0.239837985,0.057460647,0.1216518,0.026207024,0.135604735,0.347888171,0.413283211
 09/07  07:00:00,1.608998887,0.025461712,0,0,0.18989708,0.060678339,0.250575419,0.060678339,0.230269486,0.049606155,0.208909382,0.369657246,0.468337198
 09/07  08:00:00,1.539159434,0.021526406,0,0,0.196739991,0.061015206,0.257755197,0.061015206,0.191167148,0.041182474,0.269481251,0.31252385,0.450405514
 09/07  09:00:00,1.438796375,0.018320713,0,0,0.237122283,0.071037534,0.308159817,0.071037534,0.095583574,0.020591237,0.330413434,0.265983068,0.401421245
 09/07  10:00:00,1.589014725,0.018751585,0,0,0.402557548,0.116047337,0.518604886,0.116047337,0.073860021,0.015911411,0.346380073,0.27223855,0.345375785
 09/07  11:00:00,1.674879684,0.01875733,0,0,0.498209841,0.140706313,0.638916154,0.140706313,0.073860021,0.015911411,0.360615076,0.272321956,0.296611067
 09/07  12:00:00,1.743286141,0.018441357,0,0,0.593052743,0.167477062,0.760529804,0.167477062,0.073860021,0.015911411,0.350008239,0.267734603,0.258598063
 09/07  13:00:00,1.916828744,0.019079049,0,0,0.769069823,0.208134631,0.977204455,0.208134631,0.073860021,0.015911411,0.319023623,0.276992716,0.237192519
 09/07  14:00:00,2.028586125,0.020153358,0,0,0.881723195,0.238614908,1.120338104,0.238614908,0.073860021,0.015911411,0.294229244,0.292589716,0.215013631
 09/07  15:00:00,2.30365237,0.021273628,0,0,1.082330517,0.286523959,1.368854475,0.286523959,0.073860021,0.015911411,0.301025881,0.308853967,0.218502615
 09/07  16:00:00,2.584867999,0.025162973,0,0,1.197094725,0.316895036,1.513989761,0.316895036,0.082549461,0.017783343,0.342616945,0.365320113,0.245964377
 09/07  17:00:00,3.080563541,0.030568991,0,0,1.381328465,0.365684117,1.747012583,0.365684117,0.1216518,0.026207024,0.418947459,0.443805552,0.306295124
 09/07  18:00:00,3.094736675,0.033188698,0,0,1.211183307,0.334946427,1.546129734,0.334946427,0.225924782,0.04867019,0.3820837,0.481838879,0.36344539
 09/07  19:00:00,3.057970801,0.034257262,0,0,1.055495901,0.29815607,1.353651972,0.29815607,0.412747226,0.0889167,0.314732295,0.497352473,0.373926136
 09/07  20:00:00,3.09269864,0.035434981,0,0,0.923493464,0.266309202,1.189802666,0.266309202,0.616948407,0.132907068,0.281807005,0.514450789,0.340138706
 09/07  21:00:00,2.708294343,0.034607705,0,0,0.709333336,0.216437913,0.925771249,0.216437913,0.573501364,0.123547422,0.266994745,0.502440265,0.299395298
 09/07  22:00:00,2.121355088,0.029948534,0,0,0.526943055,0.166131776,0.693074831,0.166131776,0.430126043,0.092660575,0.216471391,0.434797659,0.237580588
 09/07  23:00:00,1.586177939,0.026024719,0,0,0.385738445,0.123409566,0.509148011,0.123409566,0.299784835,0.064581605,0.146949065,0.377831075,0.171239349
 09/07  24:00:00,1.074451234,0.021526406,0,0,0.275139266,0.088047783,0.363187049,0.088047783,0.15206473,0.032758793,0.097916052,0.31252385,0.09935676
 09/08  01:00:00,0.784361686,0.01982015,0,0,0.165100919,0.054160101,0.21926102,0.054160101,0.09123887,0.019655272,0.083492376,0.287752144,0.066318004
 09/08  02:00:00,0.6479196,0.019590351,0,0,0.107921395,0.035412561,0.143333956,0.035412561,0.0608259,0.013103516,0.071684567,0.284415887,0.057911775
 09/08  03:00:00,0.589338793,0.019314593,0,0,0.070598209,0.023170281,0.09376849,0.023170281,0.0608259,0.013103516,0.064195101,0.280412379,0.060389408
 09/08  04:00:00,0.576637854,0.018584981,0,0,0.042658989,0.014002778,0.056661767,0.014002778,0.0608259,0.013103516,0.073535988,0.269819764,0.086046921
 09/08  05:00:00,0.728721948,0.020739345,0,0,0.034130205,0.011203616,0.045333821,0.011203616,0.065170612,0.01403948,0.085363135,0.30109717,0.20107373
 09/08  06:00:00,1.062960449,0.023962274,0,0,0,0,0,0,0.1216518,0.026207024,0.135604735,0.347888171,0.414964719
 09/08  07:00:00,1.360450545,0.025461712,0,0,0,0,0,0,0.230269486,0.049606155,0.208909382,0.369657246,0.470364275
 09/08  08:00:00,1.317730139,0.021526406,0,0,0.026031416,0.008446167,0.034477583,0.008446167,0.191167148,0.041182474,0.269481251,0.31252385,0.452253833
 09/08  09:00:00,1.234654384,0.018320713,0,0,0.078121572,0.024255053,0.102376625,0.024255053,0.095583574,0.020591237,0.330413434,0.265983068,0.403062445
 09/08  10:00:00,1.312751273,0.018751585,0,0,0.185368286,0.055564182,0.240932468,0.055564182,0.073860021,0.015911411,0.346380073,0.27223855,0.346784751
 09/08  11:00:00,1.422381094,0.01875733,0,0,0.298994553,0.086228986,0.385223538,0.086228986,0.073860021,0.015911411,0.360615076,0.272321956,0.297805092
 09/08  12:00:00,1.522295636,0.018441357,0,0,0.419874792,0.118638195,0.538512987,0.118638195,0.073860021,0.015911411,0.350008239,0.267734603,0.259624376
 09/08  13:00:00,1.612219946,0.019079049,0,0,0.523707601,0.14796813,0.671675731,0.14796813,0.073860021,0.015911411,0.319023623,0.276992716,0.238112445
 09/08  14:00:00,1.74251839,0.020153358,0,0,0.649849325,0.183601445,0.83345077,0.183601445,0.073860021,0.015911411,0.294229244,0.292589716,0.215833229
 09/08  15:00:00,1.947246134,0.021273628,0,0,0.792384778,0.219235214,1.011619992,0.219235214,0.073860021,0.015911411,0.301025881,0.308853967,0.219330862
 09/08  16:00:00,2.256606801,0.025162973,0,0,0.932345225,0.252436745,1.18478197,0.252436745,0.082549461,0.017783343,0.342616945,0.365320113,0.246910969
 09/08  17:00:00,2.79829078,0.030568991,0,0,1.157080729,0.306470969,1.463551698,0.306470969,0.1216518,0.026207024,0.418947459,0.443805552,0.307483247
 09/08  18:00:00,2.874561357,0.033188698,0,0,1.037477704,0.287076341,1.324554045,0.287076341,0.225924782,0.04867019,0.3820837,0.481838879,0.364845761
 09/08  19:00:00,2.855718599,0.034257262,0,0,0.892508769,0.257462822,1.149971591,0.257462822,0.412747226,0.0889167,0.314732295,0.497352473,0.375354314
 09/08  20:00:00,2.968352626,0.035434981,0,0,0.825833534,0.238322385,1.064155919,0.238322385,0.616948407,0.132907068,0.281807005,0.514450789,0.341439439
 09/08  21:00:00,2.523694956,0.034607705,0,0,0.560587887,0.179440795,0.740028682,0.179440795,0.573501364,0.123547422,0.266994745,0.502440265,0.300538478
 09/08  22:00:00,2.032857353,0.029948534,0,0,0.458847408,0.144856765,0.603704173,0.144856765,0.430126043,0.092660575,0.216471391,0.434797659,0.238453512
 09/08  23:00:00,1.461064868,0.026024719,0,0,0.288650859,0.094806224,0.383457083,0.094806224,0.299784835,0.064581605,0.146949065,0.377831075,0.171817205
 09/08  24:00:00,0.932477543,0.021526406,0,0,0.166005894,0.054933385,0.220939279,0.054933385,0.15206473,0.032758793,0.097916052,0.31252385,0.09963084
 09/09  01:00:00,0.700043084,0.01982015,0,0,0.095967681,0.031775099,0.12774278,0.031775099,0.09123887,0.019655272,0.0874394,0.287752144,0.069570619
 09/09  02:00:00,0.573620937,0.019590351,0,0,0.048052289,0.015917613,0.063969902,0.015917613,0.0608259,0.013103516,0.074295805,0.284415887,0.060365927
 09/09  03:00:00,0.499579106,0.019314593,0,0,0,0,0,0,0.0608259,0.013103516,0.065560505,0.280412379,0.063032807
 09/09  04:00:00,0.528098295,0.018584981,0,0,0,0,0,0,0.0608259,0.013103516,0.076207143,0.269819764,0.091497973
 09/09  05:00:00,0.703747554,0.020739345,0,0,0,0,0,0,0.065170612,0.01403948,0.089459828,0.30109717,0.217336463
 09/09  06:00:00,1.110608246,0.023962274,0,0,0,0,0,0,0.1216518,0.026207024,0.146230247,0.347888171,0.451987004
 09/09  07:00:00,1.425572032,0.025461712,0,0,0,0,0,0,0.230269486,0.049606155,0.230070744,0.369657246,0.5143244
 09/09  08:00:00,1.361265637,0.021526406,0,0,0.00037006,0.000118877,0.000488937,0.000118877,0.191167148,0.041182474,0.301918552,0.31252385,0.497340677
 09/09  09:00:00,1.295686239,0.018320713,0,0,0.059395988,0.018166651,0.077562638,0.018166651,0.095583574,0.020591237,0.375444493,0.265983068,0.443877228
 09/09  10:00:00,1.404746383,0.018751585,0,0,0.191082245,0.056259163,0.247341408,0.056259163,0.073860021,0.015911411,0.397296302,0.27223855,0.381454691
 09/09  11:00:00,1.468054445,0.01875733,0,0,0.271450423,0.078330253,0.349780676,0.078330253,0.073860021,0.015911411,0.413103835,0.272321956,0.326432545
 09/09  12:00:00,1.576995959,0.018441357,0,0,0.405934243,0.114750171,0.520684414,0.114750171,0.073860021,0.015911411,0.397818745,0.267734603,0.284342765
 09/09  13:00:00,1.822423696,0.019079049,0,0,0.645742578,0.171076548,0.816819126,0.171076548,0.073860021,0.015911411,0.362611656,0.276992716,0.259584767
 09/09  14:00:00,1.990877583,0.020153358,0,0,0.808919803,0.214293781,1.023213584,0.214293781,0.073860021,0.015911411,0.333354816,0.292589716,0.235304036
 09/09  15:00:00,2.293931431,0.021273628,0,0,1.033929588,0.267809537,1.301739126,0.267809537,0.073860021,0.015911411,0.338084853,0.308853967,0.238838053
 09/09  16:00:00,2.643679232,0.025162973,0,0,1.206318471,0.305455759,1.51177423,0.305455759,0.082549461,0.017783343,0.378534864,0.365320113,0.27107322
 09/09  17:00:00,3.234016148,0.030568991,0,0,1.463684422,0.370640404,1.834324827,0.370640404,0.1216518,0.026207024,0.454299389,0.443805552,0.337083556
 09/09  18:00:00,3.324308916,0.033188698,0,0,1.351102295,0.350019459,1.701121754,0.350019459,0.225924782,0.04867019,0.416394015,0.481838879,0.403715295
 09/09  19:00:00,3.057117164,0.034257262,0,0,0.983941339,0.289574246,1.273515585,0.289574246,0.412747226,0.0889167,0.34897705,0.497352473,0.418964131
 09/09  20:00:00,2.964157881,0.035434981,0,0,0.750544298,0.233264455,0.983808752,0.233264455,0.616948407,0.132907068,0.316662375,0.514450789,0.38273649
 09/09  21:00:00,2.64765693,0.034607705,0,0,0.603316475,0.190635281,0.793951756,0.190635281,0.573501364,0.123547422,0.302601603,0.502440265,0.33497052
 09/09  22:00:00,2.024217263,0.029948534,0,0,0.406032582,0.133550498,0.53958308,0.133550498,0.430126043,0.092660575,0.244764603,0.434797659,0.265641303
 09/09  23:00:00,1.484196015,0.026024719,0,0,0.281332621,0.09261197,0.373944591,0.09261197,0.299784835,0.064581605,0.16248391,0.377831075,0.188925999
 09/09  24:00:00,0.915988608,0.021526406,0,0,0.14378755,0.047717779,0.191505329,0.047717779,0.15206473,0.032758793,0.104489735,0.31252385,0.106002171
 09/10  01:00:00,0.666712876,0.01982015,0,0,0.070754983,0.023498224,0.094253207,0.023498224,0.09123887,0.019655272,0.0874394,0.287752144,0.069729983
 09/10  02:00:00,0.518473147,0.019590351,0,0,0.006535365,0.002173898,0.008709264,0.002173898,0.0608259,0.013103516,0.074295805,0.284415887,0.060478776
 09/10  03:00:00,0.499764055,0.019314593,0,0,0,0,0,0,0.0608259,0.013103516,0.065560505,0.280412379,0.063217756
 09/10  04:00:00,0.528459714,0.018584981,0,0,0,0,0,0,0.0608259,0.013103516,0.076207143,0.269819764,0.091859392
 09/10  05:00:00,0.704657789,0.020739345,0,0,0,0,0,0,0.065170612,0.01403948,0.089459828,0.30109717,0.218246698
 09/10  06:00:00,1.112821383,0.023962274,0,0,0,0,0,0,0.1216518,0.026207024,0.146230247,0.347888171,0.454200141
 09/10  07:00:00,1.428382564,0.025461712,0,0,0,0,0,0,0.230269486,0.049606155,0.230070744,0.369657246,0.517134933
 09/10  08:00:00,1.363438873,0.021526406,0,0,0,0,0,0,0.191167148,0.041182474,0.301918552,0.31252385,0.500002849
 09/10  09:00:00,1.22019693,0.018320713,0,0,0,0,0,0,0.095583574,0.020591237,0.375444493,0.265983068,0.445950559
 09/10  10:00:00,1.37844143,0.018751585,0,0,0.170950345,0.048434125,0.219384471,0.048434125,0.073860021,0.015911411,0.397296302,0.27223855,0.383106676
 09/10  11:00:00,1.537095535,0.01875733,0,0,0.331467027,0.085956923,0.41742395,0.085956923,0.073860021,0.015911411,0.413103835,0.272321956,0.327830362
 09/10  12:00:00,1.735320213,0.018441357,0,0,0.540770623,0.137034903,0.677805526,0.137034903,0.073860021,0.015911411,0.397818745,0.267734603,0.285545908
 09/10  13:00:00,2.018005023,0.019079049,0,0,0.810619765,0.200705899,1.011325663,0.200705899,0.073860021,0.015911411,0.362611656,0.276992716,0.260659557
 09/10  14:00:00,2.175117827,0.020153358,0,0,0.962633225,0.243861917,1.206495142,0.243861917,0.073860021,0.015911411,0.333354816,0.292589716,0.236262722
 09/10  15:00:00,2.427577051,0.021273628,0,0,1.149764605,0.284653337,1.434417942,0.284653337,0.073860021,0.015911411,0.338084853,0.308853967,0.239804856
 09/10  16:00:00,2.724192426,0.025162973,0,0,1.275421181,0.315755913,1.591177094,0.315755913,0.082549461,0.017783343,0.378534864,0.365320113,0.27218355
 09/10  17:00:00,3.290638589,0.030568991,0,0,1.514549858,0.375014448,1.889564306,0.375014448,0.1216518,0.026207024,0.454299389,0.443805552,0.338466518
 09/10  18:00:00,3.291183947,0.033188698,0,0,1.323325878,0.343026583,1.666352461,0.343026583,0.225924782,0.04867019,0.416394015,0.481838879,0.405359619
 09/10  19:00:00,3.213608224,0.034257262,0,0,1.123674484,0.304639701,1.428314185,0.304639701,0.412747226,0.0889167,0.34897705,0.497352473,0.42065659
 09/10  20:00:00,3.197333105,0.035434981,0,0,0.947267178,0.268166115,1.215433293,0.268166115,0.616948407,0.132907068,0.316662375,0.514450789,0.384287174
 09/10  21:00:00,2.882230221,0.034607705,0,0,0.796802746,0.23036518,1.027167927,0.23036518,0.573501364,0.123547422,0.302601603,0.502440265,0.336327642
 09/10  22:00:00,2.210859257,0.029948534,0,0,0.552974998,0.172210969,0.725185967,0.172210969,0.430126043,0.092660575,0.244764603,0.434797659,0.26668041
 09/10  23:00:00,1.640433935,0.026024719,0,0,0.402176462,0.127323584,0.529500046,0.127323584,0.299784835,0.064581605,0.16248391,0.377831075,0.189608464
 09/10  24:00:00,1.125838682,0.021526406,0,0,0.305733513,0.095304707,0.401038219,0.095304707,0.15206473,0.032758793,0.104489735,0.31252385,0.106319355
 09/11  01:00:00,0.80467829,0.01982015,0,0,0.180363755,0.058783928,0.239147683,0.058783928,0.09123887,0.019655272,0.083492376,0.287752144,0.066747946
 09/11  02:00:00,0.626949065,0.019590351,0,0,0.091605564,0.030453068,0.122058632,0.030453068,0.0608259,0.013103516,0.071684567,0.284415887,0.058216563
 09/11  03:00:00,0.577578404,0.019314593,0,0,0.061396424,0.020270428,0.081666852,0.020270428,0.0608259,0.013103516,0.064195101,0.280412379,0.060730658
 09/11  04:00:00,0.531364451,0.018584981,0,0,0.008020389,0.002670267,0.010690656,0.002670267,0.0608259,0.013103516,0.073535988,0.269819764,0.086744628
 09/11  05:00:00,0.685721015,0.020739345,0,0,0,0,0,0,0.065170612,0.01403948,0.085363135,0.30109717,0.203406617
 09/11  06:00:00,1.068107806,0.023962274,0,0,0,0,0,0,0.1216518,0.026207024,0.135604735,0.347888171,0.420112076
 09/11  07:00:00,1.366491432,0.025461712,0,0,0,0,0,0,0.230269486,0.049606155,0.208909382,0.369657246,0.476405162
 09/11  08:00:00,1.289294707,0.021526406,0,0,0,0,0,0,0.191167148,0.041182474,0.269481251,0.31252385,0.458295984
 09/11  09:00:00,1.215641461,0.018320713,0,0,0.0603582,0.017829784,0.078187984,0.017829784,0.095583574,0.020591237,0.330413434,0.265983068,0.408238163
 09/11  10:00:00,1.428258599,0.018751585,0,0,0.275582962,0.076431327,0.35201429,0.076431327,0.073860021,0.015911411,0.346380073,0.27223855,0.351210255
 09/11  11:00:00,1.553906961,0.01875733,0,0,0.407344063,0.105654907,0.51299897,0.105654907,0.073860021,0.015911411,0.360615076,0.272321956,0.301555528
 09/11  12:00:00,1.704322132,0.018441357,0,0,0.569610292,0.147705607,0.717315898,0.147705607,0.073860021,0.015911411,0.350008239,0.267734603,0.26284796
 09/11  13:00:00,2.003259339,0.019079049,0,0,0.849465775,0.210359775,1.059825551,0.210359775,0.073860021,0.015911411,0.319023623,0.276992716,0.241002018
 09/11  14:00:00,2.262715824,0.020153358,0,0,1.08292961,0.268144007,1.351073617,0.268144007,0.073860021,0.015911411,0.294229244,0.292589716,0.218407816
 09/11  15:00:00,2.525333153,0.021273628,0,0,1.272124016,0.314979358,1.587103374,0.314979358,0.073860021,0.015911411,0.301025881,0.308853967,0.221934499
 09/11  16:00:00,2.820800029,0.025162973,0,0,1.399506035,0.346499018,1.746005053,0.346499018,0.082549461,0.017783343,0.342616945,0.365320113,0.249881114
 09/11  17:00:00,3.355711257,0.030568991,0,0,1.616889769,0.400356123,2.017245892,0.400356123,0.1216518,0.026207024,0.418947459,0.443805552,0.31120953
 09/11  18:00:00,3.326374192,0.033188698,0,0,1.407216262,0.364752688,1.77196895,0.364752688,0.225924782,0.04867019,0.3820837,0.481838879,0.369243691
 09/11  19:00:00,3.22861242,0.034257262,0,0,1.194566808,0.323813748,1.518380557,0.323813748,0.412747226,0.0889167,0.314732295,0.497352473,0.379839169
 09/11  20:00:00,3.1918013,0.035434981,0,0,1.000372814,0.283147048,1.283519862,0.283147048,0.616948407,0.132907068,0.281807005,0.514450789,0.345524171
 09/11  21:00:00,2.814273801,0.034607705,0,0,0.793171413,0.23384613,1.027017543,0.23384613,0.573501364,0.123547422,0.266994745,0.502440265,0.304128462
 09/11  22:00:00,2.285345816,0.029948534,0,0,0.659075683,0.194375396,0.853451078,0.194375396,0.430126043,0.092660575,0.216471391,0.434797659,0.241195069
 09/11  23:00:00,1.678853334,0.026024719,0,0,0.457100912,0.142329152,0.599430064,0.142329152,0.299784835,0.064581605,0.146949065,0.377831075,0.17363269
 09/11  24:00:00,1.131476826,0.021526406,0,0,0.318338925,0.100737571,0.419076496,0.100737571,0.15206473,0.032758793,0.097916052,0.31252385,0.100492905
 09/12  01:00:00,0.915331734,0.01982015,0,0,0.267677677,0.081973359,0.349651037,0.081973359,0.09123887,0.019655272,0.083492376,0.287752144,0.066898035
 09/12  02:00:00,0.749117338,0.019590351,0,0,0.185421218,0.058699169,0.244120387,0.058699169,0.0608259,0.013103516,0.071684567,0.284415887,0.058323082
 09/12  03:00:00,0.68774531,0.019314593,0,0,0.145613962,0.046100572,0.191714534,0.046100572,0.0608259,0.013103516,0.064195101,0.280412379,0.060849882
 09/12  04:00:00,0.639173019,0.018584981,0,0,0.089205811,0.029050176,0.118255987,0.029050176,0.0608259,0.013103516,0.073535988,0.269819764,0.086987865
 09/12  05:00:00,0.771136293,0.020739345,0,0,0.063758741,0.021010791,0.084769532,0.021010791,0.065170612,0.01403948,0.085363135,0.30109717,0.204052363
 09/12  06:00:00,1.200490809,0.023962274,0,0,0.098997071,0.031803182,0.130800253,0.031803182,0.1216518,0.026207024,0.135604735,0.347888171,0.421694826
 09/12  07:00:00,1.521714805,0.025461712,0,0,0.116583992,0.036882362,0.153466354,0.036882362,0.230269486,0.049606155,0.208909382,0.369657246,0.478162181
 09/12  08:00:00,1.439673902,0.021526406,0,0,0.113402888,0.035304556,0.148707444,0.035304556,0.191167148,0.041182474,0.269481251,0.31252385,0.459967735
 09/12  09:00:00,1.344364524,0.018320713,0,0,0.157737797,0.047401998,0.205139795,0.047401998,0.095583574,0.020591237,0.330413434,0.265983068,0.410009416
 09/12  10:00:00,1.420403506,0.018751585,0,0,0.264615149,0.078004888,0.342620037,0.078004888,0.073860021,0.015911411,0.346380073,0.27223855,0.352749414
 09/12  11:00:00,1.482505293,0.01875733,0,0,0.341589713,0.098703094,0.440292807,0.098703094,0.073860021,0.015911411,0.360615076,0.272321956,0.302860023
 09/12  12:00:00,1.570221173,0.018441357,0,0,0.453683011,0.128410638,0.58209365,0.128410638,0.073860021,0.015911411,0.350008239,0.267734603,0.263969251
 09/12  13:00:00,1.683116533,0.019079049,0,0,0.578411336,0.16026633,0.738677666,0.16026633,0.073860021,0.015911411,0.319023623,0.276992716,0.242007097
 09/12  14:00:00,1.883170441,0.020153358,0,0,0.767186178,0.203446788,0.970632966,0.203446788,0.073860021,0.015911411,0.294229244,0.292589716,0.219303084
 09/12  15:00:00,2.114168089,0.021273628,0,0,0.928762043,0.246271111,1.175033154,0.246271111,0.073860021,0.015911411,0.301025881,0.308853967,0.222839655
 09/12  16:00:00,2.423104712,0.025162973,0,0,1.069912995,0.277363908,1.347276903,0.277363908,0.082549461,0.017783343,0.342616945,0.365320113,0.250913947
 09/12  17:00:00,2.948895435,0.030568991,0,0,1.277851384,0.331281868,1.609133252,0.331281868,0.1216518,0.026207024,0.418947459,0.443805552,0.312506347
 09/12  18:00:00,3.060788044,0.033188698,0,0,1.189473937,0.315379109,1.504853046,0.315379109,0.225924782,0.04867019,0.3820837,0.481838879,0.370773447
 09/12  19:00:00,3.039211174,0.034257262,0,0,1.039426846,0.287992587,1.327419433,0.287992587,0.412747226,0.0889167,0.314732295,0.497352473,0.381399048
 09/12  20:00:00,3.088137006,0.035434981,0,0,0.91841097,0.260023963,1.178434932,0.260023963,0.616948407,0.132907068,0.281807005,0.514450789,0.346944805
 09/12  21:00:00,2.805288051,0.034607705,0,0,0.788754864,0.228028412,1.016783276,0.228028412,0.573501364,0.123547422,0.266994745,0.502440265,0.305376979
 09/12  22:00:00,2.261413371,0.029948534,0,0,0.639821882,0.188743354,0.828565235,0.188743354,0.430126043,0.092660575,0.216471391,0.434797659,0.242148467
 09/12  23:00:00,1.763371767,0.026024719,0,0,0.527629549,0.155687573,0.683317122,0.155687573,0.299784835,0.064581605,0.146949065,0.377831075,0.174264066
 09/12  24:00:00,1.202041985,0.021526406,0,0,0.374599068,0.114742853,0.489341921,0.114742853,0.15206473,0.032758793,0.097916052,0.31252385,0.100792639
 09/13  01:00:00,0.914256338,0.01982015,0,0,0.266717646,0.081705469,0.348423115,0.081705469,0.09123887,0.019655272,0.083492376,0.287752144,0.067050561
 09/13  02:00:00,0.785519785,0.019590351,0,0,0.214665853,0.065748543,0.280414396,0.065748543,0.0608259,0.013103516,0.071684567,0.284415887,0.05843152
 09/13  03:00:00,0.763331792,0.019314593,0,0,0.203737732,0.063441559,0.267179291,0.063441559,0.0608259,0.013103516,0.064195101,0.280412379,0.060971607
 09/13  04:00:00,0.741090681,0.018584981,0,0,0.167086835,0.052838485,0.21992532,0.052838485,0.0608259,0.013103516,0.073535988,0.269819764,0.087236195
 09/13  05:00:00,0.915038875,0.020739345,0,0,0.17380093,0.054086392,0.227887322,0.054086392,0.065170612,0.01403948,0.085363135,0.30109717,0.204837155
 09/13  06:00:00,1.317396221,0.023962274,0,0,0.186839178,0.059073688,0.245912866,0.059073688,0.1216518,0.026207024,0.135604735,0.347888171,0.423487624
 09/13  07:00:00,1.608031691,0.025461712,0,0,0.180602948,0.057086581,0.237689529,0.057086581,0.230269486,0.049606155,0.208909382,0.369657246,0.480255891
 09/13  08:00:00,1.519248989,0.021526406,0,0,0.171912422,0.054332252,0.226244675,0.054332252,0.191167148,0.041182474,0.269481251,0.31252385,0.462005591
 09/13  09:00:00,1.353338497,0.018320713,0,0,0.161927779,0.050356581,0.21228436,0.050356581,0.095583574,0.020591237,0.330413434,0.265983068,0.411838824
 09/13  10:00:00,1.079368354,0.018751585,0,0,0,0,0,0,0.073860021,0.015911411,0.346380073,0.27223855,0.3543343
 09/13  11:00:00,1.174225106,0.01875733,0,0,0.100071621,0.030606528,0.130678149,0.030606528,0.073860021,0.015911411,0.360615076,0.272321956,0.304194493
 09/13  12:00:00,1.192835847,0.018441357,0,0,0.155867157,0.04769783,0.203564988,0.04769783,0.073860021,0.015911411,0.350008239,0.267734603,0.265112586
 09/13  13:00:00,1.054812372,0.019079049,0,0,0.083380213,0.025968657,0.10934887,0.025968657,0.073860021,0.015911411,0.319023623,0.276992716,0.243031732
 09/13  14:00:00,0.976546331,0.020153358,0,0,0.048113031,0.014983095,0.063096126,0.014983095,0.073860021,0.015911411,0.294229244,0.292589716,0.220215814
 09/13  15:00:00,1.075867317,0.021273628,0,0,0.103551897,0.032257943,0.13580984,0.032257943,0.073860021,0.015911411,0.301025881,0.308853967,0.223762198
 09/13  16:00:00,1.354122106,0.025162973,0,0,0.212237568,0.065003768,0.277241336,0.065003768,0.082549461,0.017783343,0.342616945,0.365320113,0.251966909
 09/13  17:00:00,1.689454725,0.030568991,0,0,0.266689865,0.081681595,0.348371459,0.081681595,0.1216518,0.026207024,0.418947459,0.443805552,0.313827431
 09/13  18:00:00,1.997355434,0.033188698,0,0,0.336769458,0.103090511,0.439859969,0.103090511,0.225924782,0.04867019,0.3820837,0.481838879,0.372333914
 09/13  19:00:00,2.045583718,0.034257262,0,0,0.253339775,0.078861602,0.332201377,0.078861602,0.412747226,0.0889167,0.314732295,0.497352473,0.382989647
 09/13  20:00:00,2.108059762,0.035434981,0,0,0.149585091,0.047324341,0.196909432,0.047324341,0.616948407,0.132907068,0.281807005,0.514450789,0.348393062
 09/13  21:00:00,1.942745458,0.034607705,0,0,0.116197221,0.036770794,0.152968015,0.036770794,0.573501364,0.123547422,0.266994745,0.502440265,0.306649648
